year,set_num,name,parent_theme_name,num_parts
2016,76061-1,Mighty Micros: Batman vs. Catwoman,Universal Building Set,79
2016,76062-1,Mighty Micros: Robin vs. Bane,Universal Building Set,77
2016,76063-1,Mighty Micros: The Flash vs. Captain Cold,Universal Building Set,88
2016,76064-1,Mighty Micros: Spider-Man vs. Green Goblin,Universal Building Set,85
2016,76065-1,Mighty Micros: Captain America vs. Red Skull,Universal Building Set,95
2016,76066-1,Mighty Micros: Hulk vs. Ultron,Dino,80
2016,76067-1,Tanker Truck Takedown,Dino,329
2017,76068-1,Mighty Micros: Superman vs. Bizarro,Western,93
2017,76069-1,Mighty Micros: Batman vs. Killer Moth,Universal Building Set,83
2017,76070-1,Mighty Micros: Wonder Woman vs. Doomsday,Universal Building Set,85
2006,7607-1,Butterfly,Creator,29
2017,76071-1,Mighty Micros: Spider-Man vs. Scorpion ,Western,79
2017,76072-1,Mighty Micros: Iron Man vs. Thanos,Universal Building Set,94
2017,76073-1,Mighty Micros: Wolverine vs. Magneto,Dino,84
2017,76075-1,Wonder Woman Warrior Battle,Universal Building Set,285
2017,76076-1,Captain America Jet Pursuit,Dino,160
2017,76077-1,Iron Man: Detroit Steel Strikes,Dino,376
2017,76078-1,Hulk vs. Red Hulk,Dino,374
2017,76079-1,Ravager Attack,Universal Building Set,196
2017,76080-1,Ayesha's Revenge,Universal Building Set,322
2006,7608-1,Dolphin,Creator,27
2017,76081-1,The Milano vs. The Abilisk,Universal Building Set,461
2017,76082-1,ATM Heist Battle,Dino,185
2017,76083-1,Beware the Vulture,Dino,374
2017,76084-1,The Ultimate Battle for Asgard,Dino,399
2017,76085-1,Battle of Atlantis,Universal Building Set,198
2017,76086-1,Knightcrawler Tunnel Attack,Universal Building Set,622
2017,76087-1,Flying Fox: Batmobile Airlift Attack,Universal Building Set,954
2017,76088-1,Thor vs. Hulk: Arena Clash,Dino,491
2018,76089-1,Scarlet Spider vs Sandman,Universal Building Set,89
2018,76090-1,Star Lord vs Nebula,Universal Building Set,86
2006,7609-1,Helicopter,Creator,28
2018,76091-1,Thor vs Loki,Universal Building Set,77
2018,76092-1,Batman vs Harley Quinn,Universal Building Set,85
2018,76093-1,Nightwing vs The Joker,Universal Building Set,84
2018,76094-1,Supergirl vs Brainiac,Universal Building Set,80
2018,76095-1,Black Manta Strike,Universal Building Set,235
2018,76096-1,Superman Krypto Team-Up,Universal Building Set,207
2018,76097-1,Lex Luther Mech Takedown,Universal Building Set,414
2018,76098-1,Speed Force Freeze Persuit,Universal Building Set,270
2018,76099-1,Rhino Face-Off by the Mine,Dino,228
2018,76100-1,Royal Talon Fighter Attack,Universal Building Set,358
2006,7610-1,Speedboat,Creator,18
2018,76101-1,Outrider Dropship Attack,Dino,127
2018,76102-1,Thor's Weapon Quest,Dino,235
2018,76103-1,Corvus Glaive Thresher Attack,Dino,408
2018,76104-1,The Hulkbuster Smash-Up,Dino,378
2018,76105-1,The Hulkbuster: Ultron Edition,Dino,1362
2018,76107-1,Thanos: Ultimate Battle,Dino,684
2018,76108-1,Sanctum Sanctorum,Dino,1017
2018,76109-1,Quantum Realm Explorers,Dino,200
2018,76110-1,Batman: The Attack of the Talons,Universal Building Set,165
2008,7611-1,Police Car,World City,35
2018,76111-1,Brother Eye Takedown,Universal Building Set,280
2018,76112-1,App-Controlled Batmobile,Universal Building Set,331
2019,76113-1,Spider-Man Bike Rescue,Western,243
2019,76114-1,Spider-Man's Spider Crawler,Western,425
2019,76115-1,Spider-Man Mech vs. Venom Mech,Western,611
2019,76116-1,Batman Bat Sub and the Underwater Clash,Universal Building Set,183
2019,76117-1,Batman Mech vs. Poison Ivy Mech,Universal Building Set,394
2019,76118-1,Mr. Freeze Batcycle Battle,Universal Building Set,199
2019,76119-1,Batmobile: Pursuit of The Joker,Universal Building Set,352
2019,76120-1,Batman Batwing and The Riddler Heist,Universal Building Set,488
2008,7612-1,Muscle Car,Racers,37
2019,76122-1,Batcave Clayface Invasion,Universal Building Set,1042
2019,76123-1,Captain America: Outriders Attack,Western,176
2019,76124-1,War Machine Buster,Western,362
2019,76125-1,Iron Man Hall of Armour,Western,524
2019,76126-1,Avengers Ultimate Quinjet,Western,838
2019,76127-1,Captain Marvel and The Skrull Attack,Dino,307
2019,76128-1,Molten Man Battle,Western,302
2019,76129-1,Hydro-Man Attack,Western,469
2019,76130-1,Stark Jet and Drone Attack,Western,503
2008,7613-1,Track Racer,Racers,34
2019,76131-1,Avengers Compound Battle,Western,713
2019,76133-1,Spider-Man Car Chase,Western,52
2019,76134-1,Spider-Man Doc Ock Diamond Heist,Western,150
2019,76137-1,Batman vs. The Riddler Robbery,Universal Building Set,59
2019,76138-1,Batman and The Joker Escape,Universal Building Set,171
2009,7614-1,Elephant Bucket,Batman,51
2019,76144-1,Hulk Helicopter Drop,Dino,0
2009,7615-1,Basic Blue Bucket,Basic Model,471
2009,7616-1,Basic Red Bucket,Basic Model,428
2009,7618-1,Fun Zoo,Batman,116
2008,7620-1,Motorcycle Chase,Bulk Bricks,79
2008,7621-1,Lost Tomb,Mindstorms,277
2008,7622-1,Race for the Stolen Treasure,Mindstorms,275
2008,7623-1,Temple Escape,Mindstorms,559
2008,7624-1,Jungle Duel,Bulk Bricks,91
2008,7625-1,River Chase,Bulk Bricks,234
2008,7626-1,Jungle Cutter,Bulk Bricks,516
2008,7627-1,Temple of the Crystal Skull,Bulk Bricks,930
2008,7628-1,Peril in Peru,Bulk Bricks,625
2009,7630-1,Front-End Loader,Town,108
2009,7631-1,Dump Truck,Town,189
2009,7632-1,Crawler Crane,Town,478
2009,7633-1,Construction Site,Town,897
2009,7634-1,Tractor,Town,77
2009,7635-1,4WD with Horse Trailer,Town,176
2009,7636-1,Combine Harvester,Town,365
2009,7637-1,Farm,Town,614
2009,7638-1,Tow Truck,Town,129
2009,7639-1,Camper,Town,164
2009,7641-1,City Corner,Town,485
2009,7642-1,Garage,Town,957
2009,7643-1,Air Show Plane,Town,114
2008,7644-1,MX-81 Hypersonic Operations Aircraft,Space,793
2008,7645-1,MT-61 Crystal Reaper,Space,598
2008,764521-1,Co-Pack,Model,0
2008,7646-1,ETX Alien Infiltrator,Space,328
2008,7647-1,MX-41 Switch Fighter,Space,234
2008,7648-1,MT-21 Mobile Mining Unit,Space,129
2008,7649-1,MT-201 Ultra-Drill Walker,Space,757
2007,7654-1,Droids Battle Pack,Star Wars,102
2007,7655-1,Clone Troopers Battle Pack,Star Wars,58
2007,7656-1,General Grievous Starfighter,Star Wars,232
2007,7657-1,AT-ST,Star Wars,243
2007,7658-1,Y-wing Fighter,Star Wars,454
2007,7659-1,Imperial Landing Craft,Star Wars,471
2007,7660-1,Naboo N-1 Starfighter and Vulture Droid,Star Wars,279
2007,7661-1,Jedi Starfighter with Hyperdrive Booster Ring,Star Wars,574
2007,7662-1,Trade Federation MTT,Star Wars,1326
2007,7663-1,Sith Infiltrator,Star Wars,310
2007,7664-1,TIE Crawler,Star Wars,546
2007,7665-1,Republic Cruiser (Limited Edition - with R2-R7),Star Wars,919
2007,7666-1,Hoth Rebel Base [Limited Edition - with K-3PO],Star Wars,557
2008,7667-1,Imperial Dropship,Star Wars,81
2008,7668-1,Rebel Scout Speeder,Star Wars,81
2008,7669-1,Anakin's Jedi Starfighter,Star Wars,152
2008,7669-2,Anakin's Jedi Starfighter Clone Wars White Box,Star Wars,145
2008,7670-1,Hailfire Droid & Spider Droid,Star Wars,249
2008,7670-2,Hailfire Droid & Spider Droid Clone Wars White Box,Star Wars,249
2008,7671-1,AT-AP Walker,Star Wars,392
2008,7672-1,Rogue Shadow,Star Wars,481
2008,7673-1,Magna Guard Starfighter,Star Wars,430
2008,7674-1,V-19 Torrent,Star Wars,470
2008,7675-1,AT-TE Walker,Star Wars,809
2008,7676-1,Republic Attack Gunship,Star Wars,1033
2008,7678-1,Droid Gunship,Star Wars,328
2008,7679-1,Republic Fighter Tank,Star Wars,595
2008,7680-1,The Twilight - Limited Edition,Star Wars,887
2008,7681-1,Separatist Spider Droid,Star Wars,214
2009,7682-1,Shanghai Chase,Mindstorms,244
2009,7683-1,Fight on the Flying Wing,Mindstorms,375
2010,7684-1,Pig Farm & Tractor,Town,256
2009,7685-1,Dozer,Town,351
2009,7686-1,Helicopter Transporter,Town,381
2009,7687-1,Advent Calendar 2009 City,Castle,24
2009,7687-10,Advent Calendar 2009 City (Day  9) Traffic Light,Seasonal,7
2009,7687-11,Advent Calendar 2009 City (Day 10) Letter Carrier,Seasonal,5
2009,7687-12,Advent Calendar 2009 City (Day 11) ATV,Seasonal,17
2009,7687-13,Advent Calendar 2009 City (Day 12) Crate and Present,Seasonal,9
2009,7687-14,Advent Calendar 2009 City (Day 13) Chef and Cup,Seasonal,5
2009,7687-15,Advent Calendar 2009 City (Day 14) Coffee Stand,Seasonal,17
2009,7687-16,Advent Calendar 2009 City (Day 15) Park Bench,Seasonal,9
2009,7687-17,Advent Calendar 2009 City (Day 16) Street Cleaner,Seasonal,5
2009,7687-18,Advent Calendar 2009 City (Day 17) Wheelbarrow and Snowballs,Seasonal,14
2009,7687-19,Advent Calendar 2009 City (Day 18) Fountain,Seasonal,9
2009,7687-2,Advent Calendar 2009 City (Day  1) Minifigure and Snowballs,Seasonal,7
2009,7687-20,Advent Calendar 2009 City (Day 19) Child and RC Car,Seasonal,12
2009,7687-21,Advent Calendar 2009 City (Day 20) RC Car Cones and Flag,Seasonal,15
2009,7687-22,Advent Calendar 2009 City (Day 21) Lumberjack,Seasonal,6
2009,7687-23,Advent Calendar 2009 City (Day 22) Chainsaw Sawhorse and Log,Seasonal,14
2009,7687-24,Advent Calendar 2009 City (Day 23) Christmas Tree,Seasonal,21
2009,7687-25,Advent Calendar 2009 City (Day 24) Santa and Fireplace,Seasonal,26
2009,7687-3,Advent Calendar 2009 City (Day  2) Snowman,Seasonal,10
2009,7687-4,Advent Calendar 2009 City (Day  3) Sleigh,Seasonal,5
2009,7687-5,Advent Calendar 2009 City (Day  4) Minifigure on Skates,Seasonal,7
2009,7687-6,Advent Calendar 2009 City (Day  5) Skate Stand,Seasonal,12
2009,7687-7,Advent Calendar 2009 City (Day  6) Street Light with Garland,Seasonal,12
2009,7687-8,Advent Calendar 2009 City (Day  7) Police Officer with Loudhailer,Seasonal,5
2009,7687-9,Advent Calendar 2009 City (Day  8) Road Barrier,Seasonal,11
2010,7688-1,Sports Plane,Town,105
2007,7690-1,MB-01 Eagle Command Base,Space,762
2007,7691-1,ETX Alien Mothership Assault,Space,432
2007,7692-1,MX-71 Recon Dropship,Space,435
2007,7693-1,ETX Alien Strike,Space,245
2007,7694-1,MT-31 Trike,Space,94
2007,7695-1,MX-11 Astro Fighter,Space,56
2011,7696-1,Commuter Jet,Town,107
2007,7697-1,MT-51 Claw-Tank Ambush,Space,373
2007,7699-1,MT-101 Armored Drilling Unit,Space,634
2006,7700-1,Stealth Hunter,Vehicle,163
1976,770-1,Rescue Set,LEGO Brand Store,145
2006,7701-1,Grand Titan,Vehicle,196
2006,7702-1,Thunder Fury,Vehicle,196
2006,7703-1,Fire Vulture,Vehicle,176
2006,7704-1,Sonic Phantom,Vehicle,215
2006,7705-1,Gate Assault,Vehicle,401
2006,7706-1,Mobile Defense Tank,Vehicle,371
2006,7707-1,Striking Venom,Vehicle,645
2006,7708-1,Uplink,Vehicle,68
2006,7709-1,Sentai Fortress,Vehicle,1457
1980,7710-1,Push-Along Passenger Steam Train,Advent Sub-Set,432
2006,7711-1,Sentry,Vehicle,77
2006,7712-1,Supernova,Vehicle,286
2006,7713-1,Bridge Walker vs. White Lightning,Vehicle,652
2007,7714-1,Golden Guardian [Limited Gold Edition],Vehicle,266
1985,7715-1,Push-Along Passenger Steam Train,Advent Sub-Set,446
2006,7716-1,QUICK Good Guy White,Atlantis,21
2006,7717-1,QUICK Bad Guy Green,Atlantis,26
2006,7718-1,QUICK Bad Guy Yellow,Atlantis,26
2006,7719-1,QUICK Good Guy Red,Atlantis,21
1980,7720-1,"Diesel Freight Train Set, battery",Advent Sub-Set,427
2007,7721-1,Combat Crawler X2,Vehicle,580
1985,7722-1,"Steam Cargo Train, battery",Advent Sub-Set,497
2008,7723-1,Police Pontoon Plane,Town,214
2008,7724-1,Advent Calendar 2008 City,Castle,24
2008,7724-10,Advent Calendar 2008 City (Day  9) Ladder,Seasonal,3
2008,7724-11,Advent Calendar 2008 City (Day 10) Chef and Paddle,Seasonal,5
2008,7724-12,Advent Calendar 2008 City (Day 11) Table and Pizzas,Seasonal,13
2008,7724-13,Advent Calendar 2008 City (Day 12) Oven,Seasonal,9
2008,7724-14,Advent Calendar 2008 City (Day 13) Diver and Spear Gun,Seasonal,6
2008,7724-15,Advent Calendar 2008 City (Day 14) Life Vest Fins and Bouy,Seasonal,6
2008,7724-16,Advent Calendar 2008 City (Day 15) Underwater Scooter,Seasonal,9
2008,7724-17,Advent Calendar 2008 City (Day 16) Police Officer and Camera,Seasonal,6
2008,7724-18,Advent Calendar 2008 City (Day 17) Mug Shot Studio,Seasonal,8
2008,7724-19,Advent Calendar 2008 City (Day 18) Criminal with Handcuffs,Seasonal,5
2008,7724-2,Advent Calendar 2008 City (Day  1) Minifigure and Drumstick,Seasonal,5
2008,7724-20,Advent Calendar 2008 City (Day 19) Train Worker,Seasonal,4
2008,7724-21,Advent Calendar 2008 City (Day 20) Pallet Jack,Seasonal,16
2008,7724-22,Advent Calendar 2008 City (Day 21) Pallet of Bottles,Seasonal,18
2008,7724-23,Advent Calendar 2008 City (Day 22) Hiker with Ice Pick,Seasonal,6
2008,7724-24,Advent Calendar 2008 City (Day 23) Snowmobile,Seasonal,16
2008,7724-25,Advent Calendar 2008 City (Day 24) Female and Snowman,Seasonal,15
2008,7724-3,Advent Calendar 2008 City (Day  2) Barbecue,Seasonal,10
2008,7724-4,Advent Calendar 2008 City (Day 3) Table Cup and Frying Pan,Seasonal,4
2008,7724-5,Advent Calendar 2008 City (Day  4) Female with Ice Cream,Seasonal,5
2008,7724-6,Advent Calendar 2008 City (Day  5) Freezer Chest and Umbrella,Seasonal,6
2008,7724-7,Advent Calendar 2008 City (Day  6) Ice Cream Cart and Sundae,Seasonal,11
2008,7724-8,Advent Calendar 2008 City (Day  7) Fireman and Radio,Seasonal,5
2008,7724-9,Advent Calendar 2008 City (Day  8) Kitten in a Tree,Seasonal,6
1981,7725-1,Electric Passenger Train,Advent Sub-Set,488
2008,7726-1,Coast Guard Truck with Speed Boat,Town,362
1983,7727-1,Freight Steam Train,Advent Sub-Set,569
1980,7730-1,Electric Goods Train,Advent Sub-Set,519
2008,7731-1,Mail Van,Model,65
2008,7732-1,Air Mail,Model,87
2008,7733-1,Truck & Forklift,Town,342
2008,7734-1,Cargo Plane,Town,462
1985,7735-1,Freight Train,Advent Sub-Set,517
2008,7736-1,Coast Guard Quad Bike,Town,33
2008,7737-1,Off-Road Vehicle and Jet Scooter,Town,130
2008,7738-1,Coast Guard Helicopter and Life Raft,Town,447
2008,7739-1,Coast Guard Patrol Boat and Tower,Town,445
1980,7740-1,Inter-City Passenger Train,Advent Sub-Set,784
2008,7741-1,Police Helicopter,Town,93
2008,7743-1,Police Command Center,Town,523
2008,7744-1,Police Headquarters,Town,957
1985,7745-1,High-Speed City Express Passenger Train,Advent Sub-Set,735
2009,7746-1,Single-Drum Roller,Town,207
2009,7747-1,Wind Turbine Transport,Town,436
2009,7748-1,Corporate Alliance Tank Droid,Star Wars,216
2009,7749-1,Echo Base,Star Wars,155
1980,7750-1,Steam Engine,Advent Sub-Set,267
1978,775-1,Fire Fighter Ship,Bionicle,141
2009,7751-1,Ahsoka's Starfighter and Vulture Droid,Star Wars,290
2009,7752-1,Count Dooku's Solar Sailer,Star Wars,384
2009,7753-1,Pirate Tank,Star Wars,371
2009,7754-1,Home One Mon Calamari Star Cruiser - Limited Edition,Star Wars,788
1983,7755-1,Diesel Heavy Shunting Locomotive,Advent Sub-Set,163
1980,7760-1,Diesel Shunter Locomotive,Advent Sub-Set,151
2007,7770-1,Deep Sea Treasure Hunter,Other,79
2007,7771-1,Angler Ambush,Other,135
2007,7772-1,Lobster Strike,Other,224
2007,7773-1,Tiger Shark Attack,Other,341
2007,7774-1,Crab Crusher,Other,601
2007,7775-1,Aquabase Invasion,Other,850
2007,7776-1,The Shipwreck,Other,245
1981,7777-1,Idea Book 7777,Super Heroes,1
2009,7778-1,Midi-Scale Millennium Falcon,Star Wars,355
2006,7779-1,The Batman Dragster: Catwoman Pursuit,Universal Building Set,92
2006,7780-1,The Batboat: Hunt for Killer Croc,Universal Building Set,194
2006,7781-1,The Batmobile: Two-Face's Escape,Universal Building Set,393
2006,7782-1,The Batwing: The Joker's Aerial Assault,Universal Building Set,529
2006,7783-1,The Batcave: The Penguin and Mr. Freeze's Invasion,Universal Building Set,1090
2006,7784-1,The Batmobile Ultimate Collectors' Edition,Universal Building Set,1045
2006,7785-1,Arkham Asylum,Universal Building Set,868
2007,7786-1,The Batcopter: The Chase for the Scarecrow,Universal Building Set,299
2007,7787-1,The Bat-Tank: The Riddler and Bane's Hideout,Universal Building Set,651
2010,7789-1,Lotso's Dump Truck,Indiana Jones,129
2006,7790-1,Standard Starter Set,Batman,75
2019,77902-1,Captain Marvel and the Asis,Dino,0
2019,77903-1,The Dark Knight of Gotham City,Universal Building Set,0
2006,7792-1,Deluxe Starter Set,Batman,120
2006,7793-1,LEGO Standard Starter Set,Basic Model,483
2006,7795-1,LEGO Deluxe Starter Set,Basic Model,1104
2008,7796-1,House,Basic Model,54
2008,7797-1,Bi-Plane,Creator,37
2008,7798-1,Stegosaurus,Basic Model,48
2008,7799-1,Cargo Chopper,Creator,40
2009,7800-1,Off Road Racer,Racers,28
1976,780-1,Road Construction Set,Island Xtreme Stunts,159
2009,7801-1,Red Racer Polybag,Racers,41
2009,7802-1,Black Racer Polybag,Racers,28
2009,7803-1,Jeep,Creator,38
2009,7804-1,Green Lizard,Creator,33
2009,7805-1,Shark,Creator,44
2009,7808-1,Yellow Airplane,Creator,34
1980,7810-1,Push-Along Steam Engine,Advent Sub-Set,96
1982,781-1,Storage Case,Sports,1
1986,7813-1,Shell Tanker Wagon,Advent Sub-Set,120
1980,7814-1,Crane Wagon with Small Container,Advent Sub-Set,113
1983,7815-1,Passenger Carriage / Sleeper,Advent Sub-Set,228
1980,7816-1,Shell Tanker Wagon,Advent Sub-Set,111
1985,7817-1,Crane Wagon,Advent Sub-Set,148
1980,7818-1,Passenger Carriage,Advent Sub-Set,115
1983,7819-1,Postal Container Wagon Covered,Advent Sub-Set,182
1980,7820-1,Mail Van,Advent Sub-Set,211
1984,782-1,Storage Case,Sports,1
1983,7821-1,Overhead Gantry and Lighting Maintenance Wagon,Advent Sub-Set,90
1980,7822-1,Railway Station,Advent Sub-Set,382
1986,7823-1,Container Crane Depot,Advent Sub-Set,483
1983,7824-1,Railway Station,Advent Sub-Set,478
2002,7825-1,Creator Bucket,Basic Model,500
2002,7830-1,Small Blue Bucket,The Powerpuff Girls,200
1985,783-1,Storage Case,Sports,1
2002,7831-1,Make-believe Bucket,Basic Model,200
2002,7832-1,Small Blue Bucket,Basic Model,200
1980,7834-1,Level Crossing Manual,Advent Sub-Set,95
1985,7835-1,Manual Road Crossing,Advent Sub-Set,132
2003,7836-1,Halloween Bucket,Castle,200
2002,7837-1,Build and Create,Basic Model,600
1983,7838-1,Freight Loading Depot with Wagon,Advent Sub-Set,326
1986,7839-1,Car Transport Depot,Advent Sub-Set,341
2005,7840-1,Airport Action,Mixels,97
2005,7841-1,Helicopter Rescue Unit,Mixels,21
2005,7842-1,Jet Fuel Truck,Mixels,9
2005,7843-1,Plane,Mixels,30
2004,7844-1,Airport Rescue Truck,Mixels,29
2006,7846-1,Dragon Tournament,Juniors,42
2010,7848-1,Toys 'R' Us Truck,Town,355
1980,7850-1,8 Straight Rails Gray 4.5v,Train,32
1973,785-1,Red Box,Sports,1
1980,7851-1,8 Curved Rails Gray 4.5v,Train,32
1980,7852-1,Left and Right Points Manual Gray 4.5v,Train,14
1980,7853-1,"Crossing, Gray 4.5v",Train,5
1980,7854-1,8 Straight Electric Rails Gray 12v,Train,8
1980,7855-1,8 Curved Electric Rails Gray 12v,Train,8
1980,7856-1,Left and Right Manual Points with Electric Rails,Train,16
1980,7857-1,"Crossing, Electric Rails Gray 12v",Train,5
1998,78579-1,Action Pack (Target Exclusive),Model,4
1998,78579-2,Action Pack,Model,4
1980,7858-1,Remote Controlled Points Right 12v,Train,12
1980,7859-1,Remote Controlled Points Left 12v,Train,12
1999,78597-1,Extreme Action Pack,Classic Town,3
1980,7860-1,Remote Controlled Signal 12v,Train,25
1980,786-1,Storage Cloth,Sports,1
1980,7861-1,Lighting Set Electric 12v,Train,28
1981,7862-1,Remote Controlled Decoupling,Train,16
1980,7863-1,Remote Controlled Point Motor,Train,8
1980,7864-1,Transformer / Controller 12V,Train,34
1980,7865-1,12V Motor,Train,19
1983,7866-1,Remote Controlled Road Crossing,Advent Sub-Set,194
1983,7867-1,12V Train Light Posts,Train,52
2000,78675-1,Exclusive RoboRiders Six Set Limited Edition Value Pack,Model,6
2011,7868-1,Mace Windu's Jedi Starfighter,Star Wars,308
2011,7869-1,Battle for Geonosis,Star Wars,335
2005,7870-1,Hans Christian Andersen Bucket,Basic Model,499
1977,787-1,Play Mat with Drawstring,Sports,1
2007,7871-1,Whale,Creator,31
2007,7872-1,Lion,Basic Model,57
2007,7873-1,Airplane,Creator,38
2007,7875-1,Backhoe,Creator,39
2007,7876-1,Cement Mixer,Creator,44
2011,7877-1,Naboo Starfighter,Star Wars,317
2000,78777-1,Alien Discovery,Space,3
2011,7879-1,Hoth Echo Base,Star Wars,765
2000,78800-1,Soccer Bonus Set,Service Packs,3
2006,7880-1,Big Pirate Ship,LEGO Exclusive,56
2006,7881-1,Pirate Ship,LEGO Exclusive,31
2006,7882-1,Shark Attack,LEGO Exclusive,12
2006,7883-1,Treasure Hunt,LEGO Exclusive,13
2008,7884-1,Batman's Buggy: The Escape of Mr. Freeze,Universal Building Set,75
2008,7885-1,Robin's Scuba Jet: Attack of The Penguin,Universal Building Set,207
2008,7886-1,The Batcycle: Harley Quinn's Hammer Truck,Universal Building Set,273
2008,7888-1,The Tumbler: Joker's Ice Cream Surprise,Universal Building Set,456
2006,7890-1,Ambulance,Town,118
1987,789-1,Storage Cloth,Sports,1
2006,7891-1,Airport Firetruck,Town,147
2006,7892-1,Hospital,Town,385
2006,7893-1,Passenger Plane,Town,403
